jlin7,1713442
andredrummondd,1116403
flydre21,168075
bjohnson_23,98769
caldwellpope,207860
zo,6423660
dreadheadjizzle,100407
joeingles7,165785
daanteee,160493
giannis_an34,4706756
kkorv26,727898
traeyoung,1432862
marcgasol,317055
vevey1800,28444
g.green14,627775
sergeibaka,749718
easymoneysniper,10463290
sir_deuce2,58075
bam1of1,204059
44bojan,70968
atolliver44,35129
alizejohnson24,36898
22wiggins,1957469
bpaul,34587
blakeney96,204353
omricasspi18,289423
abrooksart,86067
boogiecousins,2955686
iso_zo,217222
allencrabbe,74238
paugasol,1346316
ds17_fg,1406631
iammontaellis,118603
the_4th_holiday,61600
_tonyparker09,426558
the_1_dragon,332460
cediosman,578029
juliusrandle30,752563
deandreayton,374559
milesplumlee,49733
dwill8,313531
officialzhouqi,68223
swipathefox,1262735
kw15,13
brunofive,78851
blroberts22,17504
aldridge_121,373255
bensimmons,4204003
andre,1742061
carmeloanthony,6460464
ajincaalexis,27349
eneskanter11,357341
bogdanbogdanovic,529769
cantguard21,18167
brandonknight,157457
brucebrown11,26205
antezizic,60610
jharden13,9825332
stevenadams,410926
alantwilliams,35108
bismackbiyombo,111809
johnwall,4263976
vicoladipo,1368203
sdot1414,653113
nicholaf44,12683
angeldelgado,91206
imanshumpert,1840294
benoudrih19,34840
mgortat13,158977
iclark21,195203
damianlillard,5740499
dubblea74,5401
houseobayne,144111
kyrieirving,12631520
dbook,2425134
jah8,581321
supermariohezonja,81875
thebledshow,591529
twoshotonee,46918
ottodayporter22,85479
antsimons,92378
fchwpo,985931
realtristan13,3080259
kevinlove,2931378
rekehavoc1,140991
markellefultz,2128744
kostas__ante13,357299
alecpeters25,5925
3tross1,357072
kporzee,1641028
klaythompson,6180385
jimmybutler,4114807
mkg14,201340
dwyanewade,13551543
thats_g_,136028
jeffteague,126299
mr_carter5,338010
youngheirgordon,999944
ruuufio,516941
balapat,346954
antdavis23,3374355
gordonhayward,1526807
dloading,2904959
gmb_chum12,615972
andersonvarejao18,332777
stephensonlance,1802296
deandre,2141983
mettaworldpeace37,14408
ccapela15,274132
ygtrece,7754547
channingfrye,312932
kyle_lowry7,1193965
swaggyp1,3405042
zachlavine8,1870136
cp3,8950775
joelembiid,3536844
austinjrivers,334882
bportistime,108967
alhorford,517119
rajonrondo,1147603
bradbeal3,933715
louwillville,799501
acfresh21,106350
matthewdelly,445027
manuginobili,1106646
tysonchandler,320778
thonmaker,170847
swish41,844658
realdwest30,13226
diawboris,257814
teamswish,4292788
dwighthoward,1999951
courtneylee,157878
lucmbahamoute,57402
dlee042,454177
alexabrines,152101
kuz,3015356
timmyjr10,468113
graysonjallen,470248
danilogallogallinari,335446
jaytatum0,2368327
lukadoncic,2677113
ekpeudoh,161483
iamamirjohnson,201614
kingjames,48967103
1ngram4,2057006
alexthegreat22,124746
alexlen_21,40717
_alvo_,70884
reggie_jackson,139639
nicbatum88,219664
blakegriffin23,3601062
amilejefferson,86765
b_mclemore23,322274
hbarnes,1144013
mac11,453766
tobiasharris,351731
dakarijohnson,86356
rudygobert27,310767
chiefhasarrived,80163
jaren,106100
chrisbosh,2165662
megalodon20,131019
jhart,643095
karltowns,2382647
leafsquad,107293
ageefla,24142
jmcalderon8,97600
jjbarea11,365615
_dfavors15,76589
jcrossover.11,16987
devinharris34,33562
boban,411090
demar_derozan,2444841
jrue_holiday11,200340
imfelicio,75826
stephencurry30,25095709
russwest44,13061059
officialeg10,294727
wessywes23,176058
adreian_payne,68893
dulenader2,51928
isaiahthomas,3668761
jakob,70761
drewroc5,173611
brush_4,149712
